37.9811940,23.7268981,Psiri,hotel,,,,,,
37.9806332,23.7255450,,hotel,,,,,,
37.9723235,23.7278398,,viewpoint,,,,,,
37.9812529,23.7264686,Psiri,hotel,,,,,,
37.9796890,23.7297352,The Gem Society Boutique Hotel & Spa,hotel,,,,,,
37.9788051,23.7280053,Blend,hotel,,,,,,
37.9786158,23.7389181,ROMA GALLERY,gallery,,,,,,
37.9776201,23.7284085,Hotel Perianth,hotel,,,,,,
37.9746139,23.7248595,,information,,,,,,
37.9789179,23.7265690,NLH Monastiraki - Neighborhood Lifestyle Hotel,hotel,,,,,,
37.9687289,23.7229626,,picnic_site,,,,,,
37.9752143,23.7345538,,artwork,,,,,,
37.9752703,23.7352712,,information,,,,,,
37.9759469,23.7350942,,artwork,,,,,,
37.9756662,23.7353510,,information,,,,,,
37.9849890,23.7293856,ΜΙΝΙΟΝ,attraction,,,,,,
